GeneSym	EnsembleID	GO_anno
UEVLD	ENSP00000379500	extracellular region part
UBE2NL	ENSP00000359525	extracellular region part
UBE2G1	ENSP00000380178	extracellular region part
TTC38	ENSP00000370419	extracellular region part
TTC18	ENSP00000384479	extracellular region part
IAH1	ENSP00000417580	extracellular region part
TRMT10A	ENSP00000273962	extracellular region part
PI15	ENSP00000260113	extracellular region part
TP53I3	ENSP00000238721	extracellular region part
N6AMT2	ENSP00000372202	extracellular region part
BEND7	ENSP00000345773	extracellular region part
MAGEF1	ENSP00000315064	extracellular region part
PGLYRP1	ENSP00000008938	extracellular region part
CYSRT1	ENSP00000351967	extracellular region part
C5ORF46	ENSP00000315370	extracellular region part
HDHD2	ENSP00000300605	extracellular region part
TEX264	ENSP00000340969	extracellular region part
TAGLN2	ENSP00000357075	extracellular region part
GUCA2A	ENSP00000349493	extracellular region part
GGACT	ENSP00000365426	extracellular region part
LRRC57	ENSP00000326817	extracellular region part
FCGBP	ENSP00000221347	extracellular region part
SNX29	ENSP00000268271+ENSP00000306940	extracellular region part
PLA1A	ENSP00000273371	extracellular region part
SNED1	ENSP00000308893	extracellular region part
SLPI	ENSP00000342082	extracellular region part
INHBC	ENSP00000308716	extracellular region part
GUCA2B	ENSP00000361662	extracellular region part
LHB	ENSP00000221421	extracellular region part
EYS	ENSP00000359652	extracellular region part
SHBG	ENSP00000369816	extracellular region part
SH3D21	ENSP00000321936	extracellular region part
HDHD1	ENSP00000396452	extracellular region part
SCRN2	ENSP00000290216	extracellular region part
DCD	ENSP00000293371	extracellular region part
MXRA5	ENSP00000217939	extracellular region part
KLK2	ENSP00000313581	extracellular region part
CLPS	ENSP00000259938	extracellular region part
PABPC1L	ENSP00000217073	extracellular region part
GAREML	ENSP00000370056	extracellular region part
PABPC1L2A	ENSP00000362618	extracellular region part
PABPC1L2B	ENSP00000362621	extracellular region part
PGA3	ENSP00000322192	extracellular region part
PGA4	ENSP00000309542	extracellular region part
C6ORF120	ENSP00000346931	extracellular region part
CST5	ENSP00000307132	extracellular region part
PEPD	ENSP00000244137	extracellular region part
GSTCD	ENSP00000353695	extracellular region part
RNASE7	ENSP00000298690	extracellular region part
RNASE6	ENSP00000302046	extracellular region part
RNASE4	ENSP00000307096	extracellular region part
RNASE1	ENSP00000344193	extracellular region part
FAM212A	ENSP00000329735	extracellular region part
RENBP	ENSP00000377303	extracellular region part
REG1B	ENSP00000303206	extracellular region part
REG1A	ENSP00000233735	extracellular region part
RBKS	ENSP00000306817	extracellular region part
GBP6	ENSP00000359485	extracellular region part
MDP1	ENSP00000288087	extracellular region part
QPCT	ENSP00000344829	extracellular region part
HSPA12A	ENSP00000358211	extracellular region part
PTRHD1	ENSP00000330389	extracellular region part
PDDC1	ENSP00000321691	extracellular region part
PTER	ENSP00000298942	extracellular region part
CALML3	ENSP00000315299	extracellular region part
CALML5	ENSP00000369689	extracellular region part
PSG4	ENSP00000384770	extracellular region part
PRR27	ENSP00000343172	extracellular region part
NAGK	ENSP00000244204	extracellular region part
C6ORF58	ENSP00000328069	extracellular region part
PRADC1	ENSP00000258083	extracellular region part
C9ORF142	ENSP00000360682	extracellular region part
ANKRD19P	ENSP00000364654	extracellular region part
ALDH16A1	ENSP00000293350	extracellular region part
CCDC132	ENSP00000307666	extracellular region part
SEMA3G	ENSP00000231721	extracellular region part
SSC4D	ENSP00000275560	extracellular region part
CUTA	ENSP00000363624+ENSP00000391509	extracellular region part
HBS1L	ENSP00000356811	extracellular region part
NTPCR	ENSP00000355587	extracellular region part
IGLL1	ENSP00000329312	extracellular region part
DOCK10	ENSP00000258390	extracellular region part
BROX	ENSP00000343742	extracellular region part
HEATR5B	ENSP00000233099	extracellular region part
ENDOD1	ENSP00000278505	extracellular region part
LTBP3	ENSP00000301873	extracellular region part
RARRES2	ENSP00000223271	extracellular region part
ADAMTS3	ENSP00000286657	extracellular region part
SPARCL1	ENSP00000282470	extracellular region part
WNT9A	ENSP00000272164	extracellular region part
COMP	ENSP00000222271	extracellular region part
ECM1	ENSP00000358043	extracellular region part
EFEMP1	ENSP00000347596	extracellular region part
MMP9	ENSP00000361405	extracellular region part
MMP7	ENSP00000260227	extracellular region part
CILP	ENSP00000261883	extracellular region part
LTBP4	ENSP00000311905	extracellular region part
LTBP2	ENSP00000261978	extracellular region part
DPT	ENSP00000356791	extracellular region part
CILP2	ENSP00000291495	extracellular region part
COCH	ENSP00000216361	extracellular region part
PI3	ENSP00000243924	extracellular region part
SPON2	ENSP00000290902	extracellular region part
FBLN2	ENSP00000384169	extracellular region part
CRTAC1	ENSP00000359629	extracellular region part
MGP	ENSP00000228938	extracellular region part
CPZ	ENSP00000354255	extracellular region part
FBLN5	ENSP00000345008	extracellular region part
LGALS3BP	ENSP00000262776	extracellular region part
EFEMP2	ENSP00000309953	extracellular region part
FBLN1	ENSP00000331544	extracellular region part
VWA2	ENSP00000298715	extracellular region part
MMRN2	ENSP00000361097	extracellular region part
VWA1	ENSP00000417185	extracellular region part
FBN1	ENSP00000325527	extracellular region part
CLCF1	ENSP00000309338	extracellular region part
FGL1	ENSP00000221204	extracellular region part
FGL2	ENSP00000248598	extracellular region part
SPP2	ENSP00000168148	extracellular region part
TRMT112	ENSP00000309433	extracellular region part
LOXL4	ENSP00000260702	extracellular region part
LBP	ENSP00000217407	extracellular region part
ERV3-1	ENSP00000391594	extracellular region part
APMAP	ENSP00000217456	extracellular region part
MXRA8	ENSP00000307887	extracellular region part
ITFG3	ENSP00000301678	extracellular region part
SEC14L3	ENSP00000215812	extracellular region part
BTN2A2	ENSP00000349143	extracellular region part
C17ORF80	ENSP00000351937	extracellular region part
CADM4	ENSP00000222374	extracellular region part
CCDC180	ENSP00000349562	extracellular region part
TSPAN8	ENSP00000247829	extracellular region part
VSIG4	ENSP00000363869	extracellular region part
CPD	ENSP00000225719	extracellular region part
TSPAN6	ENSP00000362111	extracellular region part
TSPAN3	ENSP00000267970	extracellular region part
GPR180	ENSP00000366157	extracellular region part
TMEM52B	ENSP00000298530	extracellular region part
TMEM256	ENSP00000301939	extracellular region part
TMEM205	ENSP00000222124	extracellular region part
TMEM2	ENSP00000366266	extracellular region part
TMEM106A	ENSP00000330774	extracellular region part
TMC5	ENSP00000379531	extracellular region part
TMC4	ENSP00000365776	extracellular region part
TCTN3	ENSP00000265993	extracellular region part
SMIM24	ENSP00000215531	extracellular region part
SLC46A3	ENSP00000370192	extracellular region part
SLC37A2	ENSP00000311833	extracellular region part
SFT2D2	ENSP00000271375	extracellular region part
SERINC2	ENSP00000362813	extracellular region part
SDK1	ENSP00000385899	extracellular region part
RNF149	ENSP00000295317	extracellular region part
REEP5	ENSP00000368959	extracellular region part
RARRES1	ENSP00000237696	extracellular region part
PLXDC2	ENSP00000366460	extracellular region part
GPR155	ENSP00000295500	extracellular region part
GDPD3	ENSP00000384363	extracellular region part
CLRN3	ENSP00000357660	extracellular region part
PDZK1IP1	ENSP00000294338	extracellular region part
GINM1	ENSP00000356389	extracellular region part
OGFOD3	ENSP00000330075	extracellular region part
DPP6	ENSP00000367001	extracellular region part
CYSTM1	ENSP00000261811	extracellular region part
FAM26E	ENSP00000357588	extracellular region part
C19ORF18	ENSP00000321519	extracellular region part
LRRC15	ENSP00000389128	extracellular region part
HAVCR2	ENSP00000312002	extracellular region part
LILRA5	ENSP00000301219	extracellular region part
FAM151A	ENSP00000306888	extracellular region part
FAM171A1	ENSP00000367356	extracellular region part
DLK2	ENSP00000349893	extracellular region part
CLEC14A	ENSP00000353013	extracellular region part
ITFG1	ENSP00000319918	extracellular region part
CMTM6	ENSP00000205636	extracellular region part
PI16	ENSP00000362778	extracellular region part
PPP2R1B	ENSP00000311344	extracellular region part
PLLP	ENSP00000219207	extracellular region part
APOH	ENSP00000205948	extracellular region part
CETP	ENSP00000200676	extracellular region part
SAA1	ENSP00000348918	extracellular region part
LCAT	ENSP00000264005	extracellular region part
SAA2	ENSP00000256733	extracellular region part
SAA4	ENSP00000278222	extracellular region part
HPR	ENSP00000386047	extracellular region part
PRPS2	ENSP00000381504	extracellular region part
C1QA	ENSP00000363773	extracellular region part
C1QB	ENSP00000313967	extracellular region part
C1QC	ENSP00000363768	extracellular region part
FCN2	ENSP00000291744	extracellular region part
C1QTNF3	ENSP00000371497	extracellular region part
C1QTNF9	ENSP00000333737	extracellular region part
C1QTNF9B	ENSP00000371572	extracellular region part
EMILIN1	ENSP00000369677	extracellular region part
LAMA3	ENSP00000324532	extracellular region part
LAMA4	ENSP00000230538	extracellular region part
LAMC1	ENSP00000258341	extracellular region part
LAMB2	ENSP00000307156	extracellular region part
MFAP4	ENSP00000299610	extracellular region part
THSD4	ENSP00000261862	extracellular region part
FBLN7	ENSP00000331411	extracellular region part
BMP5	ENSP00000359866	extracellular region part
IBSP	ENSP00000226284	extracellular region part
BMP7	ENSP00000379204	extracellular region part
CPNE5	ENSP00000244751	extracellular region part
GNB3	ENSP00000229264	extracellular region part
CPNE6	ENSP00000216775	extracellular region part
CRP	ENSP00000255030	extracellular region part
TIMP2	ENSP00000262768	extracellular region part
A4GALT	ENSP00000249005	extracellular region part
ST3GAL6	ENSP00000377717	extracellular region part
B3GNT1	ENSP00000305595+ENSP00000309096	extracellular region part
RFNG	ENSP00000307971	extracellular region part
MAN1C1	ENSP00000363452	extracellular region part
QSOX1	ENSP00000356574	extracellular region part
GALNT2	ENSP00000355632	extracellular region part
B3GAT3	ENSP00000265471	extracellular region part
MAN2A1	ENSP00000261483	extracellular region part
B3GNT8	ENSP00000312700	extracellular region part
MGAT5	ENSP00000281923	extracellular region part
SCAMP3	ENSP00000307275	extracellular region part
MGAT4A	ENSP00000264968	extracellular region part
MGAT1	ENSP00000311888	extracellular region part
HS6ST2	ENSP00000324617	extracellular region part
GCNT3	ENSP00000267857	extracellular region part
GALNT7	ENSP00000265000	extracellular region part
FUT11	ENSP00000361932	extracellular region part
CHST14	ENSP00000307297	extracellular region part
C1GALT1C1	ENSP00000304364	extracellular region part
MAN1A1	ENSP00000357453	extracellular region part
SLC30A7	ENSP00000350278	extracellular region part
ENTPD6	ENSP00000365840	extracellular region part
GLG1	ENSP00000205061	extracellular region part
STEAP4	ENSP00000369419	extracellular region part
B4GALT3	ENSP00000320965	extracellular region part
B4GALT5	ENSP00000360776	extracellular region part
FUT8	ENSP00000353910	extracellular region part
FUT6	ENSP00000286955	extracellular region part
FUT3	ENSP00000305603	extracellular region part
FUT2	ENSP00000375748	extracellular region part
ST3GAL1	ENSP00000318445	extracellular region part
ST3GAL4	ENSP00000227495	extracellular region part
ST6GAL1	ENSP00000169298	extracellular region part
ARF3	ENSP00000256682	extracellular region part
GNPTG	ENSP00000204679	extracellular region part
GLIPR2	ENSP00000367196	extracellular region part
DOPEY2	ENSP00000382104	extracellular region part
CUX2	ENSP00000261726	extracellular region part
RAB6A	ENSP00000311449	extracellular region part
PDCD10	ENSP00000338141	extracellular region part
NCAM1	ENSP00000318472	extracellular region part
GOLGA7	ENSP00000276530	extracellular region part
RAB1A	ENSP00000387286	extracellular region part
ITM2B	ENSP00000367828	extracellular region part
MMP24	ENSP00000246186	extracellular region part
PPAP2B	ENSP00000294390	extracellular region part
SCAMP2	ENSP00000268099	extracellular region part
CANT1	ENSP00000307674	extracellular region part
KDELR2	ENSP00000258739	extracellular region part
MOGS	ENSP00000233616	extracellular region part
PPM1L	ENSP00000417659	extracellular region part
SEC11A	ENSP00000268220	extracellular region part
UGT1A9	ENSP00000346768	extracellular region part
MPDU1	ENSP00000250124	extracellular region part
PLP2	ENSP00000365505	extracellular region part
SERINC1	ENSP00000342962	extracellular region part
NAT8	ENSP00000272425	extracellular region part
EXTL2	ENSP00000359131	extracellular region part
DAD1	ENSP00000250498	extracellular region part
ERLIN2	ENSP00000276461	extracellular region part
FKBP2	ENSP00000310935	extracellular region part
FKBP5	ENSP00000338160	extracellular region part
PLOD1	ENSP00000196061	extracellular region part
PLOD2	ENSP00000282903	extracellular region part
PLOD3	ENSP00000223127	extracellular region part
PTGDS	ENSP00000360687	extracellular region part
SVIP	ENSP00000346130	extracellular region part
SRPR	ENSP00000328023	extracellular region part
SSR4	ENSP00000317331	extracellular region part
CLSTN3	ENSP00000266546	extracellular region part
EXT2	ENSP00000342656	extracellular region part
RTN3	ENSP00000344106	extracellular region part
PITPNB	ENSP00000334738	extracellular region part
CKAP4	ENSP00000367265	extracellular region part
ENTPD2	ENSP00000347213	extracellular region part
PDIA6	ENSP00000272227	extracellular region part
PLA2G2A	ENSP00000364252	extracellular region part
SPINK5	ENSP00000352936	extracellular region part
DNAJC3	ENSP00000365991	extracellular region part
ERP44	ENSP00000262455	extracellular region part
SRP9	ENSP00000305230	extracellular region part
SRP9P1	ENSP00000315139	extracellular region part
CYP4A11	ENSP00000311095	extracellular region part
UPK2	ENSP00000264031	extracellular region part
FXYD3	ENSP00000389770	extracellular region part
UGT1A6	ENSP00000303174	extracellular region part
REEP2	ENSP00000254901	extracellular region part
HPN	ENSP00000262626	extracellular region part
FURIN	ENSP00000268171	extracellular region part
TMED9	ENSP00000330945	extracellular region part
TMED10	ENSP00000303145	extracellular region part
SLC2A4	ENSP00000320935	extracellular region part
AMN	ENSP00000299155	extracellular region part
CD14	ENSP00000304236	extracellular region part
CD320	ENSP00000301458	extracellular region part
EPHB1	ENSP00000381097	extracellular region part
INSR	ENSP00000303830	extracellular region part
ANXA8L1	ENSP00000363395	extracellular region part
