GeneSym	EnsembleID	Tissue
KRTAP22-1	ENSG00000186924	duodenum
FAM155A	ENSG00000204442	duodenum
RNF144B	ENSG00000137393	duodenum
TSPAN7	ENSG00000156298	duodenum
CAND1	ENSG00000111530	duodenum
TTC3	ENSG00000182670	duodenum
ZFYVE26	ENSG00000072121	duodenum
ZNF385D	ENSG00000151789	duodenum
DGAT1	ENSG00000185000	duodenum
SPTLC2	ENSG00000100596	duodenum
ADAMTS6	ENSG00000049192	duodenum
SULT1E1	ENSG00000109193	duodenum
KDELR3	ENSG00000100196	duodenum
SDF4	ENSG00000078808	duodenum
METTL17	ENSG00000165792	duodenum
WNT6	ENSG00000115596	duodenum
CENPT	ENSG00000102901	duodenum
NLGN4X	ENSG00000146938	duodenum
NLGN4Y	ENSG00000165246	duodenum
SNX16	ENSG00000104497	duodenum
ZBTB42	ENSG00000179627	duodenum
PCSK1N	ENSG00000102109	duodenum
RAB3B	ENSG00000169213	duodenum
CCNO	ENSG00000152669	duodenum
SELV	ENSG00000186838	duodenum
ZNF813	ENSG00000198346	duodenum
NAT2	ENSG00000156006	duodenum
MAPK6	ENSG00000069956	duodenum
MT1A	ENSG00000205362	duodenum
PPP1R15A	ENSG00000087074	duodenum
AMPD2	ENSG00000116337	duodenum
XPNPEP1	ENSG00000108039	duodenum
C10ORF85	ENSG00000177234	duodenum
CHSY3	ENSG00000198108	duodenum
GNPNAT1	ENSG00000100522	duodenum
PPP1R1B	ENSG00000131771	duodenum
PLA2G12B	ENSG00000138308	duodenum
H2AFV	ENSG00000105968	duodenum
PRSS22	ENSG00000005001	duodenum
CDC42EP5	ENSG00000167617	duodenum
KCNT1	ENSG00000107147	duodenum
AVIL	ENSG00000135407	duodenum
MBTPS1	ENSG00000140943	duodenum
OR2V2	ENSG00000182613	duodenum
OR2V1	ENSG00000185372	duodenum
SYNGR3	ENSG00000127561	duodenum
IL36B	ENSG00000136696	duodenum
IFT27	ENSG00000100360	duodenum
GPD1L	ENSG00000152642	duodenum
PNOC	ENSG00000168081	duodenum
TMEM220	ENSG00000187824	duodenum
PHYHD1	ENSG00000175287	duodenum
ADAD2	ENSG00000140955	duodenum
HHIPL1	ENSG00000182218	duodenum
AKR7A2	ENSG00000053371	duodenum
LAMA3	ENSG00000053747	duodenum
KIAA1324L	ENSG00000164659	duodenum
VSIG1	ENSG00000101842	duodenum
OR10V1	ENSG00000172289	duodenum
HMCN1	ENSG00000143341	duodenum
OCIAD2	ENSG00000145247	duodenum
UBE2L3	ENSG00000185651	duodenum
AKR1B15	ENSG00000227471	duodenum
AKR1B10	ENSG00000198074	duodenum
CA9	ENSG00000107159	duodenum
CNIH3	ENSG00000143786	duodenum
SLC25A43	ENSG00000077713	duodenum
LIAS	ENSG00000121897	duodenum
SLC5A2	ENSG00000140675	duodenum
DHRS4	ENSG00000157326	duodenum
EXOC2	ENSG00000112685	duodenum
EIF4E3	ENSG00000163412	duodenum
CMBL	ENSG00000164237	duodenum
C8G	ENSG00000176919	duodenum
SYNJ2BP	ENSG00000213463	duodenum
FXYD4	ENSG00000150201	duodenum
OLFM3	ENSG00000118733	duodenum
LYSMD1	ENSG00000163155	duodenum
GHRL	ENSG00000157017	duodenum
PEX11G	ENSG00000104883	duodenum
TFF2	ENSG00000160181	duodenum
MLEC	ENSG00000110917	duodenum
MMP23B	ENSG00000189409	duodenum
KCNAB2	ENSG00000069424	duodenum
RPS8	ENSG00000142937	duodenum
ETV7	ENSG00000010030	duodenum
AHSP	ENSG00000169877	duodenum
LYZ	ENSG00000090382	duodenum
SLC25A4	ENSG00000151729	duodenum
SLC25A5	ENSG00000005022	duodenum
SLC25A6	ENSG00000169100	duodenum
CHMP2B	ENSG00000083937	duodenum
DDX28	ENSG00000182810	duodenum
RTKN2	ENSG00000182010	duodenum
ZGRF1	ENSG00000138658	duodenum
MEX3C	ENSG00000176624	duodenum
NCKAP5	ENSG00000176771	duodenum
DHRSX	ENSG00000169084	duodenum
SOWAHA	ENSG00000198944	duodenum
TSC2	ENSG00000103197	duodenum
FADS3	ENSG00000221968	duodenum
MYRIP	ENSG00000170011	duodenum
SPATC1L	ENSG00000160284	duodenum
WNK3	ENSG00000196632	duodenum
EME2	ENSG00000197774	duodenum
RTN4RL1	ENSG00000185924	duodenum
IL17RC	ENSG00000163702	duodenum
C16ORF46	ENSG00000166455	duodenum
FAM102A	ENSG00000167106	duodenum
ALPPL2	ENSG00000163286	duodenum
OAF	ENSG00000184232	duodenum
S1PR5	ENSG00000180739	duodenum
SLC19A1	ENSG00000173638	duodenum
DET1	ENSG00000140543	duodenum
ALG3	ENSG00000214160	duodenum
PDLIM2	ENSG00000120913	duodenum
ONECUT1	ENSG00000169856	duodenum
SHISA7	ENSG00000187902	duodenum
ACCSL	ENSG00000205126	duodenum
TMEM56	ENSG00000152078	duodenum
DNAH11	ENSG00000105877	duodenum
ZSCAN5A	ENSG00000131848	duodenum
ATL2	ENSG00000119787	duodenum
OTX2	ENSG00000165588	duodenum
MAST4	ENSG00000069020	duodenum
MYOC	ENSG00000034971	duodenum
SNX27	ENSG00000143376	duodenum
CCDC36	ENSG00000173421	duodenum
ATP5E	ENSG00000124172	duodenum
HTR1B	ENSG00000135312	duodenum
PDX1	ENSG00000139515	duodenum
KREMEN1	ENSG00000183762	duodenum
PDLIM4	ENSG00000131435	duodenum
PRSS1	ENSG00000204983	duodenum
BEST2	ENSG00000039987	duodenum
PRSS3	ENSG00000010438	duodenum
AIMP1	ENSG00000164022	duodenum
PLCXD3	ENSG00000182836	duodenum
NPTX2	ENSG00000106236	duodenum
PDIA2	ENSG00000185615	duodenum
TNFAIP1	ENSG00000109079	duodenum
EML6	ENSG00000214595	duodenum
ZNF736	ENSG00000234444	duodenum
PDE3A	ENSG00000172572	duodenum
RAB10	ENSG00000084733	duodenum
RAB39B	ENSG00000155961	duodenum
LOXL3	ENSG00000115318	duodenum
LHFPL1	ENSG00000182508	duodenum
C5ORF42	ENSG00000197603	duodenum
SLC7A10	ENSG00000130876	duodenum
MTTP	ENSG00000138823	duodenum
FANCB	ENSG00000181544	duodenum
NIPSNAP1	ENSG00000184117	duodenum
MPP1	ENSG00000130830	duodenum
PLA2G2D	ENSG00000117215	duodenum
ATP8A2	ENSG00000132932	duodenum
HYOU1	ENSG00000149428	duodenum
SLIT1	ENSG00000187122	duodenum
SCG5	ENSG00000166922	duodenum
A1CF	ENSG00000148584	duodenum
PAM	ENSG00000145730	duodenum
NT5C1B	ENSG00000185013	duodenum
NT5C1B-RDH14	ENSG00000250741	duodenum
CDK2AP2	ENSG00000167797	duodenum
FAM179B	ENSG00000198718	duodenum
OGN	ENSG00000106809	duodenum
CRYZL1	ENSG00000205758	duodenum
RNF6	ENSG00000127870	duodenum
C1QTNF9	ENSG00000240654	duodenum
C1QTNF9B	ENSG00000205863	duodenum
ERICH2	ENSG00000204334	duodenum
ADIPOR2	ENSG00000006831	duodenum
PHRF1	ENSG00000070047	duodenum
NRD1	ENSG00000078618	duodenum
CERCAM	ENSG00000167123	duodenum
RHOBTB2	ENSG00000008853	duodenum
RGL4	ENSG00000159496	duodenum
UBE2J2	ENSG00000160087	duodenum
CTU1	ENSG00000142544	duodenum
SPINK9	ENSG00000204909	duodenum
ARL4C	ENSG00000188042	duodenum
CCDC66	ENSG00000180376	duodenum
ODF1	ENSG00000155087	duodenum
ZNF114	ENSG00000178150	duodenum
HTR1A	ENSG00000178394	duodenum
SLC14A1	ENSG00000141469	duodenum
CCDC30	ENSG00000186409	duodenum
ZNF697	ENSG00000143067	duodenum
KCNK17	ENSG00000124780	duodenum
SPESP1	ENSG00000258484	duodenum
CD248	ENSG00000174807	duodenum
DUPD1	ENSG00000188716	duodenum
CRHBP	ENSG00000145708	duodenum
KCNH7	ENSG00000184611	duodenum
HNF4A	ENSG00000101076	duodenum
TMED6	ENSG00000157315	duodenum
NEBL	ENSG00000078114	duodenum
NLRP9	ENSG00000185792	duodenum
OR2B11	ENSG00000177535	duodenum
ND1	ENSG00000198888	duodenum
IGFALS	ENSG00000099769	duodenum
LOC101928239	ENSG00000215529	duodenum
C4ORF19	ENSG00000154274	duodenum
C21ORF140	ENSG00000222018	duodenum
AANAT	ENSG00000129673	duodenum
SPIN4	ENSG00000186767	duodenum
NIN	ENSG00000100503	duodenum
RPS2	ENSG00000140988	duodenum
GUCA1C	ENSG00000138472	duodenum
ATP2A2	ENSG00000174437	duodenum
PPP1R12A	ENSG00000058272	duodenum
MUS81	ENSG00000172732	duodenum
FADS6	ENSG00000172782	duodenum
KIF1C	ENSG00000129250	duodenum
ZYG11B	ENSG00000162378	duodenum
MEI1	ENSG00000167077	duodenum
IKZF5	ENSG00000095574	duodenum
CCDC108	ENSG00000181378	duodenum
TMEM86A	ENSG00000151117	duodenum
TULP3	ENSG00000078246	duodenum
TRMT10A	ENSG00000145331	duodenum
GLS	ENSG00000115419	duodenum
PCSK5	ENSG00000099139	duodenum
SLC2A7	ENSG00000197241	duodenum
ANKS4B	ENSG00000175311	duodenum
ATP6V1C2	ENSG00000143882	duodenum
GNA15	ENSG00000060558	duodenum
FOCAD	ENSG00000188352	duodenum
KRCC1	ENSG00000172086	duodenum
LHFPL5	ENSG00000197753	duodenum
PRADC1	ENSG00000135617	duodenum
NDST4	ENSG00000138653	duodenum
RNF217	ENSG00000146373	duodenum
MST4	ENSG00000134602	duodenum
ABHD16B	ENSG00000183260	duodenum
CCL1	ENSG00000108702	duodenum
MRGPRX2	ENSG00000183695	duodenum
AXL	ENSG00000167601	duodenum
KBTBD12	ENSG00000187715	duodenum
TMEM190	ENSG00000160472	duodenum
HOXC5	ENSG00000172789	duodenum
LPPR5	ENSG00000117598	duodenum
KCNF1	ENSG00000162975	duodenum
ADAM32	ENSG00000197140	duodenum
TM4SF5	ENSG00000142484	duodenum
DGKE	ENSG00000153933	duodenum
LGI4	ENSG00000153902	duodenum
LSM10	ENSG00000181817	duodenum
SLC38A6	ENSG00000139974	duodenum
ARL15	ENSG00000185305	duodenum
HYKK	ENSG00000188266	duodenum
TOMM20L	ENSG00000196860	duodenum
HCN3	ENSG00000143630	duodenum
LEPR	ENSG00000116678	duodenum
NPEPPS	ENSG00000141279	duodenum
RNF2	ENSG00000121481	duodenum
KHK	ENSG00000138030	duodenum
KLHL3	ENSG00000146021	duodenum
RWDD2B	ENSG00000156253	duodenum
XIRP2	ENSG00000163092	duodenum
MTMR11	ENSG00000014914	duodenum
FOXN4	ENSG00000139445	duodenum
NAA38	ENSG00000183011	duodenum
EPS8L3	ENSG00000198758	duodenum
PDZK1	ENSG00000174827	duodenum
FAM180B	ENSG00000196666	duodenum
MIA2	ENSG00000150526	duodenum
CYP4V2	ENSG00000145476	duodenum
OOSP2	ENSG00000149507	duodenum
SLC6A11	ENSG00000132164	duodenum
ZNF394	ENSG00000160908	duodenum
FSTL1	ENSG00000163430	duodenum
MEGF8	ENSG00000105429	duodenum
EIF1AD	ENSG00000175376	duodenum
GNAI3	ENSG00000065135	duodenum
ADRA1D	ENSG00000171873	duodenum
KLRC3	ENSG00000205810	duodenum
MAT2B	ENSG00000038274	duodenum
ZNF862	ENSG00000106479	duodenum
MAPK12	ENSG00000188130	duodenum
AP4E1	ENSG00000081014	duodenum
TMEM82	ENSG00000162460	duodenum
ACADSB	ENSG00000196177	duodenum
TSPAN2	ENSG00000134198	duodenum
SLC25A20	ENSG00000178537	duodenum
SNX19	ENSG00000120451	duodenum
IL10RB	ENSG00000243646	duodenum
PCDHA8	ENSG00000204962	duodenum
FBXO24	ENSG00000106336	duodenum
TOMM40L	ENSG00000158882	duodenum
FAM214A	ENSG00000047346	duodenum
FZR1	ENSG00000105325	duodenum
RAB20	ENSG00000139832	duodenum
MOB3A	ENSG00000172081	duodenum
MOB3B	ENSG00000120162	duodenum
MOB3C	ENSG00000142961	duodenum
CFC1	ENSG00000136698+ENSG00000152093	duodenum
DPY19L1	ENSG00000173852	duodenum
ME1	ENSG00000065833	duodenum
FAM110A	ENSG00000125898	duodenum
SCN4A	ENSG00000007314	duodenum
MSMO1	ENSG00000052802	duodenum
TIMD4	ENSG00000145850	duodenum
ST6GAL2	ENSG00000144057	duodenum
RBM11	ENSG00000185272	duodenum
SIRPD	ENSG00000125900	duodenum
IL20	ENSG00000162891	duodenum
NDST3	ENSG00000164100	duodenum
PAX9	ENSG00000198807	duodenum
SARDH	ENSG00000123453	duodenum
FAM83F	ENSG00000133477	duodenum
TSPEAR	ENSG00000175894	duodenum
PAQR6	ENSG00000160781	duodenum
C20ORF96	ENSG00000196476	duodenum
ACSM1	ENSG00000166743	duodenum
DENND2D	ENSG00000162777	duodenum
MYT1L	ENSG00000186487	duodenum
ABHD17B	ENSG00000107362	duodenum
GPX8	ENSG00000164294	duodenum
CHCHD7	ENSG00000170791	duodenum
TMEM130	ENSG00000166448	duodenum
CLEC18A	ENSG00000140839	duodenum
CLEC18C	ENSG00000157322+ENSG00000157335	duodenum
SYN3	ENSG00000185666	duodenum
RCHY1	ENSG00000163743	duodenum
DSC1	ENSG00000134765	duodenum
ATP5C1	ENSG00000165629	duodenum
TSSK3	ENSG00000162526	duodenum
MTMR14	ENSG00000163719	duodenum
BTN2A2	ENSG00000124508	duodenum
HIGD1A	ENSG00000181061	duodenum
THNSL2	ENSG00000144115	duodenum
ND4	ENSG00000198886	duodenum
C10ORF111	ENSG00000176236	duodenum
CHST5	ENSG00000135702	duodenum
TAOK2	ENSG00000149930	duodenum
WFDC8	ENSG00000158901	duodenum
TXNRD3	ENSG00000197763	duodenum
WDR20	ENSG00000140153	duodenum
PHF20L1	ENSG00000129292	duodenum
PRR13	ENSG00000205352	duodenum
CLN6	ENSG00000128973	duodenum
PCDHB3	ENSG00000113205	duodenum
OR13A1	ENSG00000256574	duodenum
S1PR4	ENSG00000125910	duodenum
GTF3C2	ENSG00000115207	duodenum
DDX51	ENSG00000185163	duodenum
AURKC	ENSG00000105146	duodenum
SHISA4	ENSG00000198892	duodenum
ZNF445	ENSG00000185219	duodenum
MYO1D	ENSG00000176658	duodenum
CHCHD10	ENSG00000250479	duodenum
THAP10	ENSG00000129028	duodenum
FRMPD2	ENSG00000170324	duodenum
MGAM	ENSG00000257335	duodenum
EPCAM	ENSG00000119888	duodenum
TOR1AIP2	ENSG00000169905	duodenum
CCDC126	ENSG00000169193	duodenum
VSTM1	ENSG00000189068	duodenum
VKORC1L1	ENSG00000196715	duodenum
LGI2	ENSG00000153012	duodenum
PCBP1	ENSG00000169564	duodenum
AGA	ENSG00000038002	duodenum
PRTFDC1	ENSG00000099256	duodenum
PSAPL1	ENSG00000178597	duodenum
NAP1L2	ENSG00000186462	duodenum
VAMP1	ENSG00000139190	duodenum
TMEM255A	ENSG00000125355	duodenum
EFTUD1	ENSG00000140598	duodenum
AMIGO2	ENSG00000139211	duodenum
CLVS1	ENSG00000177182	duodenum
RBFOX1	ENSG00000078328	duodenum
HEXB	ENSG00000049860	duodenum
CPT1A	ENSG00000110090	duodenum
RABIF	ENSG00000183155	duodenum
HAPLN4	ENSG00000187664	duodenum
NXPE4	ENSG00000137634	duodenum
ASZ1	ENSG00000154438	duodenum
PLA2G12A	ENSG00000123739	duodenum
CDH10	ENSG00000040731	duodenum
DUSP11	ENSG00000144048	duodenum
GALK1	ENSG00000108479	duodenum
ZNF563	ENSG00000188868	duodenum
KCNMB3	ENSG00000171121	duodenum
WBSCR22	ENSG00000071462	duodenum
ADAT2	ENSG00000189007	duodenum
PRDM12	ENSG00000130711	duodenum
RAP1GAP	ENSG00000076864	duodenum
ADAMTS19	ENSG00000145808	duodenum
NAPRT	ENSG00000147813	duodenum
ECHDC2	ENSG00000121310	duodenum
SLC16A2	ENSG00000147100	duodenum
CRYBG3	ENSG00000080200	duodenum
MEF2BNB-MEF2B	ENSG00000064489	duodenum
MMACHC	ENSG00000132763	duodenum
GPR124	ENSG00000020181	duodenum
XRRA1	ENSG00000166435	duodenum
TBC1D28	ENSG00000189375	duodenum
POMZP3	ENSG00000146707	duodenum
MXD4	ENSG00000123933	duodenum
CHRM4	ENSG00000180720	duodenum
YRDC	ENSG00000196449	duodenum
CLEC7A	ENSG00000172243	duodenum
FAM168B	ENSG00000152102	duodenum
TRIT1	ENSG00000043514	duodenum
SLC51A	ENSG00000163959	duodenum
ATP5L	ENSG00000167283	duodenum
ATP5L2	ENSG00000249222	duodenum
ACSBG1	ENSG00000103740	duodenum
PRR31	ENSG00000198454	duodenum
C8ORF22	ENSG00000168333	duodenum
PLEKHM1	ENSG00000225190	duodenum
PRR25	ENSG00000167945	duodenum
FAM84B	ENSG00000168672	duodenum
NKPD1	ENSG00000179846	duodenum
PDCD7	ENSG00000090470	duodenum
ASIC3	ENSG00000213199	duodenum
TRAM2	ENSG00000065308	duodenum
PRKAA2	ENSG00000162409	duodenum
KDM5A	ENSG00000073614	duodenum
EPB41L3	ENSG00000082397	duodenum
ZP3	ENSG00000188372	duodenum
NDUFAF5	ENSG00000101247	duodenum
HPS5	ENSG00000110756	duodenum
TMEM187	ENSG00000177854	duodenum
CHRNA10	ENSG00000129749	duodenum
ACSM3	ENSG00000005187	duodenum
SLC1A7	ENSG00000162383	duodenum
UBOX5	ENSG00000185019	duodenum
PIWIL4	ENSG00000134627	duodenum
SPC25	ENSG00000152253	duodenum
SLC8B1	ENSG00000089060	duodenum
LASP1	ENSG00000002834	duodenum
KITLG	ENSG00000049130	duodenum
HLA-DOB	ENSG00000241106	duodenum
DNASE1L2	ENSG00000167968	duodenum
EFHD2	ENSG00000142634	duodenum
MS4A4E	ENSG00000214787	duodenum
RAB27A	ENSG00000069974	duodenum
NCEH1	ENSG00000144959	duodenum
RSPH10B	ENSG00000155026+ENSG00000169402	duodenum
ARHGEF26	ENSG00000114790	duodenum
KRT25	ENSG00000204897	duodenum
CLUH	ENSG00000132361	duodenum
ZNF197	ENSG00000186448	duodenum
QSOX1	ENSG00000116260	duodenum
ZCCHC14	ENSG00000140948	duodenum
OXCT2	ENSG00000198754	duodenum
KIF19	ENSG00000196169	duodenum
COL4A2	ENSG00000134871	duodenum
TIAF1	ENSG00000221995	duodenum
GFRA1	ENSG00000151892	duodenum
C2ORF76	ENSG00000186132	duodenum
LINC01098	ENSG00000231171	duodenum
PXDC1	ENSG00000168994	duodenum
LRRC41	ENSG00000132128	duodenum
TCEANC2	ENSG00000116205	duodenum
C15ORF39	ENSG00000167173	duodenum
CD1E	ENSG00000158488	duodenum
NIPAL4	ENSG00000172548	duodenum
SLC35F2	ENSG00000110660	duodenum
EPX	ENSG00000121053	duodenum
UTP14A	ENSG00000156697	duodenum
UTP14C	ENSG00000253797	duodenum
SLC17A5	ENSG00000119899	duodenum
PID1	ENSG00000153823	duodenum
APOL1	ENSG00000100342	duodenum
ZBTB22	ENSG00000236104	duodenum
ZDHHC14	ENSG00000175048	duodenum
AMTN	ENSG00000187689	duodenum
ABLIM2	ENSG00000163995	duodenum
RGS9BP	ENSG00000186326	duodenum
SLC35E1	ENSG00000127526	duodenum
TRMT11	ENSG00000066651	duodenum
ZNF786	ENSG00000197362	duodenum
FKBP6	ENSG00000077800	duodenum
LOC151174	ENSG00000186235	duodenum
PLA2G4F	ENSG00000168907	duodenum
UHRF1BP1L	ENSG00000111647	duodenum
CDKN2D	ENSG00000129355	duodenum
FIG4	ENSG00000112367	duodenum
ZFAND1	ENSG00000104231	duodenum
NEDD4L	ENSG00000049759	duodenum
L3HYPDH	ENSG00000126790	duodenum
DKFZP667F0711	ENSG00000212743	duodenum
RGS17	ENSG00000091844	duodenum
GRWD1	ENSG00000105447	duodenum
UNKL	ENSG00000059145	duodenum
RPRML	ENSG00000179673	duodenum
DNASE2	ENSG00000105612	duodenum
PCBD1	ENSG00000166228	duodenum
KCNMA1	ENSG00000156113	duodenum
PROM1	ENSG00000007062	duodenum
ANO1	ENSG00000131620	duodenum
ELSPBP1	ENSG00000169393	duodenum
GNG12	ENSG00000172380	duodenum
PLEKHG4B	ENSG00000153404	duodenum
SLC9A1	ENSG00000090020	duodenum
WDR72	ENSG00000166415	duodenum
RAB11FIP3	ENSG00000090565	duodenum
ARAP3	ENSG00000120318	duodenum
LRRC6	ENSG00000129295	duodenum
PCDHB6	ENSG00000113211	duodenum
ARHGEF9	ENSG00000131089	duodenum
ACP6	ENSG00000162836	duodenum
ICK	ENSG00000112144	duodenum
CDC42EP1	ENSG00000128283	duodenum
NRG2	ENSG00000158458	duodenum
FAM193A	ENSG00000125386	duodenum
NHLH1	ENSG00000171786	duodenum
VPS28	ENSG00000160948	duodenum
RCBTB1	ENSG00000136144	duodenum
PRY	ENSG00000169789	duodenum
PRY2	ENSG00000169807	duodenum
XAGE3	ENSG00000171402	duodenum
CACNA1D	ENSG00000157388	duodenum
SMIM24	ENSG00000095932	duodenum
TNFRSF11A	ENSG00000141655	duodenum
TBCD	ENSG00000141556	duodenum
SEPHS2	ENSG00000179918	duodenum
DUOX1	ENSG00000137857	duodenum
PFKFB2	ENSG00000123836	duodenum
DARS2	ENSG00000117593	duodenum
HEXDC	ENSG00000169660	duodenum
FBXO43	ENSG00000156509	duodenum
C14ORF180	ENSG00000184601	duodenum
NUP214	ENSG00000126883	duodenum
ANKRD46	ENSG00000186106	duodenum
NFU1	ENSG00000169599	duodenum
LARGE	ENSG00000133424	duodenum
LOC285095	ENSG00000216921	duodenum
NUFIP1	ENSG00000083635	duodenum
TMEM209	ENSG00000146842	duodenum
MARCH3	ENSG00000173926	duodenum
ZYG11A	ENSG00000203995	duodenum
PIGR	ENSG00000162896	duodenum
CORO2A	ENSG00000106789	duodenum
PTPDC1	ENSG00000158079	duodenum
C6ORF47	ENSG00000204439	duodenum
ARMC3	ENSG00000165309	duodenum
ELF3	ENSG00000163435	duodenum
C8ORF4	ENSG00000176907	duodenum
HSD17B2	ENSG00000086696	duodenum
ZNF77	ENSG00000175691	duodenum
BPHL	ENSG00000137274	duodenum
CBFB	ENSG00000067955	duodenum
PAK2	ENSG00000180370	duodenum
VILL	ENSG00000136059	duodenum
TMEM201	ENSG00000188807	duodenum
LOC93432	ENSG00000257743	duodenum
NOD2	ENSG00000167207	duodenum
IL5	ENSG00000113525	duodenum
LCN15	ENSG00000177984	duodenum
TFF3	ENSG00000160180	duodenum
RHOXF2B	ENSG00000203989	duodenum
MRPL34	ENSG00000130312	duodenum
PAPD5	ENSG00000121274	duodenum
REN	ENSG00000143839	duodenum
TFPI	ENSG00000003436	duodenum
CXORF57	ENSG00000147231	duodenum
MIR4640	ENSG00000204580	duodenum
ZBED3	ENSG00000132846	duodenum
PARP8	ENSG00000151883	duodenum
C12ORF66	ENSG00000174206	duodenum
MGAT5B	ENSG00000167889	duodenum
SYT9	ENSG00000170743	duodenum
DUSP12	ENSG00000081721	duodenum
UROD	ENSG00000126088	duodenum
KRT8	ENSG00000170421	duodenum
AGR2	ENSG00000106541	duodenum
SLC44A3	ENSG00000143036	duodenum
SLC26A6	ENSG00000225697	duodenum
ZNF627	ENSG00000198551	duodenum
TGFBR1	ENSG00000106799	duodenum
C6ORF132	ENSG00000188112	duodenum
FBXO8	ENSG00000164117	duodenum
DCAF12L1	ENSG00000198889	duodenum
DCAF12L2	ENSG00000198354	duodenum
ABHD5	ENSG00000011198	duodenum
SERPINF2	ENSG00000167711	duodenum
GPR83	ENSG00000123901	duodenum
ADAMTS12	ENSG00000151388	duodenum
BCO1	ENSG00000135697	duodenum
MYCBP2	ENSG00000005810	duodenum
AGR3	ENSG00000173467	duodenum
CSNK1G2	ENSG00000133275	duodenum
C17ORF112	ENSG00000227011	duodenum
RPH3AL	ENSG00000181031	duodenum
TMEM26	ENSG00000196932	duodenum
DHX34	ENSG00000134815	duodenum
OCLN	ENSG00000197822	duodenum
GPNMB	ENSG00000136235	duodenum
SOX9	ENSG00000125398	duodenum
MAGI1	ENSG00000151276	duodenum
IFT46	ENSG00000118096	duodenum
AIM1L	ENSG00000176092	duodenum
TMIGD2	ENSG00000167664	duodenum
SLAIN2	ENSG00000109171	duodenum
SLC28A3	ENSG00000197506	duodenum
ARL4D	ENSG00000175906	duodenum
SEC22A	ENSG00000121542	duodenum
C4ORF48	ENSG00000243449	duodenum
ZNF555	ENSG00000186300	duodenum
LONRF3	ENSG00000175556	duodenum
THAP6	ENSG00000174796	duodenum
NMD3	ENSG00000169251	duodenum
LMO7DN	ENSG00000178734	duodenum
SRPR	ENSG00000182934	duodenum
ARMC4	ENSG00000169126	duodenum
PCNXL3	ENSG00000197136	duodenum
HYAL3	ENSG00000186792	duodenum
ASIC5	ENSG00000256394	duodenum
BPIFB1	ENSG00000125999	duodenum
CYP7B1	ENSG00000172817	duodenum
FXR2	ENSG00000129245	duodenum
C5AR1	ENSG00000197405	duodenum
MSRA	ENSG00000175806	duodenum
CDCA3	ENSG00000111665	duodenum
PPP4R4	ENSG00000119698	duodenum
USHBP1	ENSG00000130307	duodenum
PLAC8	ENSG00000145287	duodenum
SORBS3	ENSG00000120896	duodenum
ELOVL7	ENSG00000164181	duodenum
C6ORF165	ENSG00000272514	duodenum
GCHFR	ENSG00000137880	duodenum
ATXN7L3	ENSG00000087152	duodenum
C9ORF173	ENSG00000197768	duodenum
SLC35A3	ENSG00000117620	duodenum
SNX25	ENSG00000109762	duodenum
KCNK10	ENSG00000100433	duodenum
DFNB59	ENSG00000204311	duodenum
SIX6	ENSG00000184302	duodenum
ATP8B4	ENSG00000104043	duodenum
ABTB1	ENSG00000114626	duodenum
USH1G	ENSG00000182040	duodenum
C5ORF30	ENSG00000181751	duodenum
OR8D1	ENSG00000196341	duodenum
HSD17B11	ENSG00000198189	duodenum
AADAC	ENSG00000114771	duodenum
C6ORF120	ENSG00000185127	duodenum
SSH1	ENSG00000084112	duodenum
PRSS33	ENSG00000103355	duodenum
RBPJL	ENSG00000124232	duodenum
KRT31	ENSG00000094796	duodenum
PWP2	ENSG00000241945	duodenum
FAM177A1	ENSG00000151327	duodenum
ALMS1	ENSG00000116127	duodenum
RNASE11	ENSG00000259060	duodenum
RNASE12	ENSG00000258436	duodenum
B3GNT3	ENSG00000179913	duodenum
COBLL1	ENSG00000082438	duodenum
JOSD1	ENSG00000100221	duodenum
HYPK	ENSG00000242028	duodenum
IL17RA	ENSG00000177663	duodenum
NUP133	ENSG00000069248	duodenum
C16ORF93	ENSG00000196118	duodenum
OTOL1	ENSG00000182447	duodenum
POP5	ENSG00000167272	duodenum
MARS	ENSG00000166986	duodenum
ALOX15	ENSG00000161905	duodenum
CLDN7	ENSG00000181885	duodenum
PLEKHA3	ENSG00000116095	duodenum
TMC4	ENSG00000167608	duodenum
CCT4	ENSG00000115484	duodenum
OR10X1	ENSG00000186400	duodenum
CASP3	ENSG00000164305	duodenum
FAM3D	ENSG00000198643	duodenum
ATP9A	ENSG00000054793	duodenum
AK7	ENSG00000140057	duodenum
IRX6	ENSG00000159387	duodenum
SLC2A6	ENSG00000160326	duodenum
FIBCD1	ENSG00000130720	duodenum
ZNF449	ENSG00000173275	duodenum
IL3RA	ENSG00000185291	duodenum
C1ORF192	ENSG00000188931	duodenum
FOXF1	ENSG00000103241	duodenum
ALKBH1	ENSG00000100601	duodenum
KLHL6	ENSG00000172578	duodenum
NR2F1	ENSG00000175745	duodenum
SF3B4	ENSG00000143368	duodenum
